,date,vegetable,unit,minimum,maximum,average
984,2025-06-11,बन्दा(लोकल),kg,16,22,18
985,2025-06-11,काउली स्थानिय,kg,60,70,63
986,2025-06-11,मूला सेतो(लोकल),kg,28,34,31
987,2025-06-11,सेतो मूला(हाइब्रीड),kg,25,35,31
988,2025-06-11,भन्टा लाम्चो,kg,20,30,26
989,2025-06-11,भन्टा डल्लो,kg,30,40,36
990,2025-06-11,बोडी(तने),kg,30,40,36
991,2025-06-11,मकै बोडी,kg,60,70,67
992,2025-06-11,मटरकोशा,kg,130,150,143
993,2025-06-11,घिउ सिमी(लोकल),kg,40,50,46
994,2025-06-11,घिउ सिमी(हाइब्रीड),kg,40,50,42
995,2025-06-11,घिउ सिमी(राजमा),kg,100,120,114
996,2025-06-11,भटमासकोशा,kg,130,140,137
997,2025-06-11,तितो करेला,kg,45,55,49
998,2025-06-11,लौका,kg,40,50,45
999,2025-06-11,परवर(लोकल),kg,45,55,48
1000,2025-06-11,परवर(तराई),kg,45,55,47
1001,2025-06-11,चिचिण्डो,kg,30,40,36
1002,2025-06-11,घिरौला,kg,40,50,47
1003,2025-06-11,झिगूनी,kg,50,60,57
1004,2025-06-11,फर्सी पाकेको,kg,35,45,40
1005,2025-06-11,फर्सी हरियो(लाम्चो),kg,30,38,35
1006,2025-06-11,हरियो फर्सी(डल्लो),kg,20,30,27
1007,2025-06-11,भिण्डी,kg,30,40,38
1008,2025-06-11,सखरखण्ड,kg,60,70,65
1009,2025-06-11,पिंडालू,kg,100,120,110
1010,2025-06-11,स्कूस,kg,65,75,73
1011,2025-06-11,रायो साग,kg,30,40,38
1012,2025-06-11,पालूगो साग,kg,35,45,42
1013,2025-06-11,तोरीको साग,kg,30,35,33
1014,2025-06-11,च्याउ(कन्य),kg,180,200,194
1015,2025-06-11,च्याउ(डल्ले),kg,250,300,290
1016,2025-06-11,कुरीलो,kg,200,300,270
1017,2025-06-11,न्यूरो,kg,20,30,27
1018,2025-06-11,ब्रोकाउली,kg,70,80,78
1019,2025-06-11,चुकुन्दर,kg,70,80,73
1020,2025-06-11,रातो बन्दा,kg,60,70,66
1021,2025-06-11,जिरीको साग,kg,90,100,97
1022,2025-06-11,ग्याठ कोबी,kg,50,60,57
1023,2025-06-11,सेलरी,kg,110,120,112
1024,2025-06-11,सौफको साग,kg,80,100,93
1025,2025-06-11,पुदीना,kg,100,110,106
1026,2025-06-11,गान्टे मूला,kg,40,50,43
1027,2025-06-11,इमली,kg,160,170,165
1028,2025-06-11,तामा,kg,90,100,95
1029,2025-06-11,तोफु,kg,110,140,126
1030,2025-06-11,गुन्दुक,kg,300,350,326
1031,2025-06-11,स्याउ(झोले),kg,230,250,240
1032,2025-06-11,स्याउ(फूजी),kg,240,300,282
1033,2025-06-11,केरा,dozen,140,150,145
1034,2025-06-11,कागती,kg,150,170,160
1035,2025-06-11,अनार,kg,300,350,326
1036,2025-06-11,आँप(मालदह),kg,55,65,57
1037,2025-06-11,आँप(दसहरी),kg,65,75,67
1038,2025-06-11,अंगुर(हरियो),kg,200,250,226
1039,2025-06-11,अंगुर(कालो),kg,300,350,326
1040,2025-06-11,तरबुजा(हरियो),kg,30,40,37
1041,2025-06-11,मौसम,kg,180,200,185
1042,2025-06-11,जुनार,kg,200,250,226
1043,2025-06-11,भुई कटहर,per piece,160,180,167
1044,2025-06-11,काक्रो(लोकल),kg,50,60,52
1045,2025-06-11,काक्रो(हाइब्रीड),kg,10,20,12
1046,2025-06-11,रुख कटहर,kg,50,65,58
1047,2025-06-11,मेवा(भारतीय),kg,100,110,105
1048,2025-06-11,लीच्ची(लोकल),kg,120,140,130
1049,2025-06-11,लीच्ची(भारतीय),kg,200,220,205
1050,2025-06-11,अदुवा,kg,90,110,100
1051,2025-06-11,खु्र्सानी सुकेको,kg,380,420,394
1052,2025-06-11,खु्र्सानी हरियो,kg,30,40,38
1053,2025-06-11,खुर्सानी हरियो(बुलेट),kg,30,40,32
1054,2025-06-11,खुर्सानी हरियो(माछे),kg,45,55,49
1055,2025-06-11,खुर्सानी हरियो(अकबरे),kg,260,300,275
1056,2025-06-11,भेडे खु्र्सानी,kg,90,100,94
1057,2025-06-11,हरियो धनिया,kg,30,40,36
1058,2025-06-11,लसुन सुकेको चाइनिज,kg,200,220,210
1059,2025-06-11,लसुन सुकेको नेपाली,kg,170,180,172
1060,2025-06-11,छ्यापी सुकेको,kg,180,200,190
1061,2025-06-11,छ्यापी हरियो,kg,100,120,110
1062,2025-06-11,ताजा माछा(रहु),kg,310,330,320
1063,2025-06-11,ताजा माछा(बचुवा),kg,300,320,310
1064,2025-06-11,ताजा माछा(छडी),kg,220,240,230
1065,2025-06-11,राजा च्याउ,kg,280,300,294
1066,2025-06-11,सिताके च्याउ,kg,800,900,870
1067,2025-06-12,गोलभेडा ठूलो(नेपाली),kg,90,100,96
1068,2025-06-12,गोलभेडा ठूलो(भारतीय),kg,90,100,96
1069,2025-06-12,गोलभेडा सानो(लोकल),kg,65,75,68
1070,2025-06-12,गोलभेडा सानो(टनेल),kg,74,86,77
1071,2025-06-12,आलु रातो,kg,38,40,39
1072,2025-06-12,आलु रातो(भारतीय),kg,32,35,33
1073,2025-06-12,आलु रातो(मुडे),kg,35,37,36
1074,2025-06-12,प्याज सुकेको (भारतीय),kg,39,41,40
1075,2025-06-12,गाजर(लोकल),kg,60,70,68
1076,2025-06-12,गाजर(तराई),kg,40,50,47
1077,2025-06-12,बन्दा(लोकल),kg,25,30,28
1078,2025-06-12,काउली स्थानिय,kg,50,60,57
1079,2025-06-12,मूला सेतो(लोकल),kg,28,34,31
1080,2025-06-12,सेतो मूला(हाइब्रीड),kg,25,32,29
1081,2025-06-12,भन्टा लाम्चो,kg,20,25,23
1082,2025-06-12,भन्टा डल्लो,kg,30,40,32
1083,2025-06-12,बोडी(तने),kg,30,40,33
1084,2025-06-12,मकै बोडी,kg,55,65,60
1085,2025-06-12,मटरकोशा,kg,140,160,150
1086,2025-06-12,घिउ सिमी(लोकल),kg,40,50,48
1087,2025-06-12,घिउ सिमी(हाइब्रीड),kg,40,50,48
1088,2025-06-12,घिउ सिमी(राजमा),kg,120,130,128
1089,2025-06-12,भटमासकोशा,kg,120,130,122
1090,2025-06-12,तितो करेला,kg,40,50,47
1091,2025-06-12,लौका,kg,25,38,32
1092,2025-06-12,परवर(लोकल),kg,35,45,40
1093,2025-06-12,परवर(तराई),kg,35,45,40
1094,2025-06-12,चिचिण्डो,kg,30,40,34
1095,2025-06-12,घिरौला,kg,30,40,37
1096,2025-06-12,झिगूनी,kg,50,60,53
1097,2025-06-12,फर्सी पाकेको,kg,35,45,40
1098,2025-06-12,फर्सी हरियो(लाम्चो),kg,30,40,36
1099,2025-06-12,हरियो फर्सी(डल्लो),kg,25,35,32
1100,2025-06-12,भिण्डी,kg,25,35,27
1101,2025-06-12,सखरखण्ड,kg,60,70,65
1102,2025-06-12,पिंडालू,kg,80,90,82
1103,2025-06-12,रायो साग,kg,30,40,37
1104,2025-06-12,पालूगो साग,kg,35,45,43
1105,2025-06-12,तोरीको साग,kg,35,40,38
1106,2025-06-12,प्याज हरियो,kg,90,110,100
1107,2025-06-12,च्याउ(कन्य),kg,140,160,154
1108,2025-06-12,च्याउ(डल्ले),kg,200,250,230
1109,2025-06-12,कुरीलो,kg,200,350,290
1110,2025-06-12,न्यूरो,kg,20,30,22
1111,2025-06-12,ब्रोकाउली,kg,60,70,63
1112,2025-06-12,चुकुन्दर,kg,70,80,72
1113,2025-06-12,रातो बन्दा,kg,60,70,67
1114,2025-06-12,जिरीको साग,kg,90,100,98
1115,2025-06-12,ग्याठ कोबी,kg,50,60,58
1116,2025-06-12,सेलरी,kg,110,120,117
1117,2025-06-12,सौफको साग,kg,80,100,93
1118,2025-06-12,पुदीना,kg,100,110,102
1119,2025-06-12,गान्टे मूला,kg,40,50,45
1120,2025-06-12,इमली,kg,160,170,162
1121,2025-06-12,तामा,kg,90,100,98
1122,2025-06-12,तोफु,kg,110,140,126
1123,2025-06-12,गुन्दुक,kg,300,350,326
1124,2025-06-12,स्याउ(झोले),kg,230,250,245
1125,2025-06-12,स्याउ(फूजी),kg,240,300,282
1126,2025-06-12,केरा,dozen,140,150,145
1127,2025-06-12,कागती,kg,150,170,154
1128,2025-06-12,अनार,kg,300,350,320
1129,2025-06-12,आँप(मालदह),kg,55,65,62
1130,2025-06-12,आँप(दसहरी),kg,65,75,68
1131,2025-06-12,अंगुर(हरियो),kg,200,250,226
1132,2025-06-12,अंगुर(कालो),kg,300,350,326
1133,2025-06-12,तरबुजा(हरियो),kg,30,40,36
1134,2025-06-12,मौसम,kg,180,200,193
1135,2025-06-12,जुनार,kg,200,250,226
1136,2025-06-12,भुई कटहर,per piece,160,180,174
1137,2025-06-12,काक्रो(लोकल),kg,35,45,39
1138,2025-06-12,काक्रो(हाइब्रीड),kg,10,20,12
1139,2025-06-12,रुख कटहर,kg,55,65,60
1140,2025-06-12,मेवा(भारतीय),kg,100,110,102
1141,2025-06-12,लीच्ची(लोकल),kg,110,130,116
1142,2025-06-12,लीच्ची(भारतीय),kg,200,220,204
1143,2025-06-12,अदुवा,kg,90,110,100
1144,2025-06-12,खु्र्सानी सुकेको,kg,380,420,395
1145,2025-06-12,खु्र्सानी हरियो,kg,30,40,38
1146,2025-06-12,खुर्सानी हरियो(बुलेट),kg,30,40,32
1147,2025-06-12,खुर्सानी हरियो(माछे),kg,40,50,44
1148,2025-06-12,भेडे खु्र्सानी,kg,75,85,80
1149,2025-06-12,हरियो धनिया,kg,35,45,42
1150,2025-06-12,लसुन सुकेको चाइनिज,kg,200,220,210
1151,2025-06-12,लसुन सुकेको नेपाली,kg,170,180,172
1152,2025-06-12,छ्यापी सुकेको,kg,180,200,186
1153,2025-06-12,छ्यापी हरियो,kg,100,120,105
1154,2025-06-12,ताजा माछा(रहु),kg,310,330,320
1155,2025-06-12,ताजा माछा(बचुवा),kg,300,320,310
1156,2025-06-12,ताजा माछा(छडी),kg,220,240,230
1157,2025-06-12,राजा च्याउ,kg,280,300,290
1158,2025-06-12,सिताके च्याउ,kg,800,900,860
1159,2025-06-13,गोलभेडा ठूलो(नेपाली),kg,70,80,73
1160,2025-06-13,गोलभेडा ठूलो(भारतीय),kg,70,80,73
1161,2025-06-13,गोलभेडा सानो(लोकल),kg,48,58,54
1162,2025-06-13,गोलभेडा सानो(टनेल),kg,55,70,65
1163,2025-06-13,आलु रातो,kg,37,40,38
1164,2025-06-13,आलु रातो(मुडे),kg,36,38,37
1165,2025-06-13,प्याज सुकेको (भारतीय),kg,39,41,40
1166,2025-06-13,गाजर(लोकल),kg,60,70,62
1167,2025-06-13,गाजर(तराई),kg,40,50,43
1168,2025-06-13,बन्दा(लोकल),kg,28,35,31
1169,2025-06-13,काउली स्थानिय,kg,45,60,54
1170,2025-06-13,मूला सेतो(लोकल),kg,28,34,31
1171,2025-06-13,सेतो मूला(हाइब्रीड),kg,28,35,30
1172,2025-06-13,भन्टा लाम्चो,kg,10,20,15
1173,2025-06-13,भन्टा डल्लो,kg,25,35,30
1174,2025-06-13,बोडी(तने),kg,20,32,26
1175,2025-06-13,मकै बोडी,kg,55,65,60
1176,2025-06-13,मटरकोशा,kg,140,160,151
1177,2025-06-13,घिउ सिमी(लोकल),kg,30,40,35
1178,2025-06-13,घिउ सिमी(हाइब्रीड),kg,30,40,35
1179,2025-06-13,घिउ सिमी(राजमा),kg,100,120,110
1180,2025-06-13,टाटे सिमी,kg,100,120,105
1181,2025-06-13,भटमासकोशा,kg,100,120,104
1182,2025-06-13,तितो करेला,kg,40,50,43
1183,2025-06-13,लौका,kg,30,40,32
1184,2025-06-13,परवर(लोकल),kg,25,35,33
1185,2025-06-13,परवर(तराई),kg,25,35,33
1186,2025-06-13,चिचिण्डो,kg,20,32,26
1187,2025-06-13,घिरौला,kg,20,30,28
1188,2025-06-13,झिगूनी,kg,45,50,49
1189,2025-06-13,फर्सी पाकेको,kg,35,45,40
1190,2025-06-13,फर्सी हरियो(लाम्चो),kg,30,40,36
1191,2025-06-13,हरियो फर्सी(डल्लो),kg,30,40,36
1192,2025-06-13,भिण्डी,kg,20,30,22
1193,2025-06-13,सखरखण्ड,kg,60,70,65
1194,2025-06-13,पिंडालू,kg,90,100,95
1195,2025-06-13,स्कूस,kg,55,65,60
1196,2025-06-13,रायो साग,kg,40,50,47
1197,2025-06-13,पालूगो साग,kg,40,50,45
1198,2025-06-13,तोरीको साग,kg,25,35,29
1199,2025-06-13,प्याज हरियो,kg,90,120,100
1200,2025-06-13,च्याउ(कन्य),kg,140,160,150
1201,2025-06-13,च्याउ(डल्ले),kg,240,260,250
1202,2025-06-13,कुरीलो,kg,200,350,290
1203,2025-06-13,न्यूरो,kg,25,30,29
1204,2025-06-13,ब्रोकाउली,kg,48,60,53
1205,2025-06-13,चुकुन्दर,kg,55,65,60
1206,2025-06-13,जिरीको साग,kg,90,100,92
1207,2025-06-13,ग्याठ कोबी,kg,50,60,55
1208,2025-06-13,सेलरी,kg,110,120,113
1209,2025-06-13,सौफको साग,kg,80,100,90
1210,2025-06-13,पुदीना,kg,100,110,105
1211,2025-06-13,गान्टे मूला,kg,40,50,45
1212,2025-06-13,इमली,kg,160,170,165
1213,2025-06-13,तामा,kg,100,120,108
1214,2025-06-13,तोफु,kg,110,140,126
1215,2025-06-13,गुन्दुक,kg,300,350,326
1216,2025-06-13,स्याउ(झोले),kg,230,250,240
1217,2025-06-13,स्याउ(फूजी),kg,240,300,272
1218,2025-06-13,केरा,dozen,140,150,145
1219,2025-06-13,कागती,kg,140,160,150
1220,2025-06-13,अनार,kg,300,350,326
1221,2025-06-13,आँप(मालदह),kg,50,60,55
1222,2025-06-13,आँप(दसहरी),kg,65,75,70
1223,2025-06-13,अंगुर(हरियो),kg,200,250,226
1224,2025-06-13,अंगुर(कालो),kg,300,350,326
1225,2025-06-13,तरबुजा(हरियो),kg,30,40,35
1226,2025-06-13,मौसम,kg,180,200,190
1227,2025-06-13,जुनार,kg,200,250,226
1228,2025-06-13,भुई कटहर,per piece,160,170,165
1229,2025-06-13,काक्रो(लोकल),kg,30,40,38
1230,2025-06-13,काक्रो(हाइब्रीड),kg,8,15,12
1231,2025-06-13,रुख कटहर,kg,55,65,60
1232,2025-06-13,मेवा(भारतीय),kg,100,110,103
1233,2025-06-13,लीच्ची(लोकल),kg,170,190,178
1234,2025-06-13,लीच्ची(भारतीय),kg,160,170,165
1235,2025-06-13,अदुवा,kg,90,110,100
1236,2025-06-13,खु्र्सानी सुकेको,kg,300,420,366
1237,2025-06-13,खु्र्सानी हरियो,kg,30,40,35
1238,2025-06-13,खुर्सानी हरियो(बुलेट),kg,25,35,30
1239,2025-06-13,खुर्सानी हरियो(माछे),kg,30,40,35
1240,2025-06-13,भेडे खु्र्सानी,kg,75,85,80
1241,2025-06-13,हरियो धनिया,kg,40,55,49
1242,2025-06-13,लसुन सुकेको चाइनिज,kg,200,220,210
1243,2025-06-13,लसुन सुकेको नेपाली,kg,150,170,157
1244,2025-06-13,छ्यापी सुकेको,kg,180,200,190
1245,2025-06-13,छ्यापी हरियो,kg,100,120,110
1246,2025-06-13,ताजा माछा(रहु),kg,310,330,320
1247,2025-06-13,ताजा माछा(बचुवा),kg,300,320,310
1248,2025-06-13,ताजा माछा(छडी),kg,220,240,230
1249,2025-06-13,राजा च्याउ,kg,280,300,290
1250,2025-06-13,सिताके च्याउ,kg,800,900,850
1251,2025-06-14,गोलभेडा ठूलो(नेपाली),kg,60,70,63
1252,2025-06-14,गोलभेडा ठूलो(भारतीय),kg,75,85,80
1253,2025-06-14,गोलभेडा सानो(लोकल),kg,42,52,48
1254,2025-06-14,गोलभेडा सानो(टनेल),kg,48,58,54
1255,2025-06-14,आलु रातो,kg,37,40,38
1256,2025-06-14,आलु रातो(भारतीय),kg,32,35,33
1257,2025-06-14,आलु रातो(मुडे),kg,36,38,37
1258,2025-06-14,प्याज सुकेको (भारतीय),kg,40,42,41
1259,2025-06-14,गाजर(लोकल),kg,60,70,66
1260,2025-06-14,गाजर(तराई),kg,40,50,46
1261,2025-06-14,बन्दा(लोकल),kg,30,38,33
1262,2025-06-14,काउली स्थानिय,kg,45,55,50
1263,2025-06-14,मूला रातो,kg,28,32,30
1264,2025-06-14,मूला सेतो(लोकल),kg,28,34,31
1265,2025-06-14,सेतो मूला(हाइब्रीड),kg,22,30,26
1266,2025-06-14,भन्टा लाम्चो,kg,10,20,15
1267,2025-06-14,भन्टा डल्लो,kg,25,35,30
1268,2025-06-14,बोडी(तने),kg,15,25,21
1269,2025-06-14,मकै बोडी,kg,50,60,54
1270,2025-06-14,मटरकोशा,kg,140,160,150
1271,2025-06-14,घिउ सिमी(लोकल),kg,25,35,30
1272,2025-06-14,घिउ सिमी(हाइब्रीड),kg,25,35,30
1273,2025-06-14,घिउ सिमी(राजमा),kg,100,110,103
1274,2025-06-14,टाटे सिमी,kg,90,105,95
1275,2025-06-14,भटमासकोशा,kg,100,120,108
1276,2025-06-14,तितो करेला,kg,25,40,32
1277,2025-06-14,लौका,kg,20,30,24
1278,2025-06-14,परवर(लोकल),kg,25,35,30
1279,2025-06-14,परवर(तराई),kg,25,40,32
1280,2025-06-14,चिचिण्डो,kg,20,30,23
1281,2025-06-14,घिरौला,kg,20,32,28
1282,2025-06-14,झिगूनी,kg,40,50,45
1283,2025-06-14,फर्सी पाकेको,kg,35,45,40
1284,2025-06-14,फर्सी हरियो(लाम्चो),kg,30,40,35
1285,2025-06-14,हरियो फर्सी(डल्लो),kg,25,35,29
1286,2025-06-14,भिण्डी,kg,15,25,18
1287,2025-06-14,सखरखण्ड,kg,60,70,65
1288,2025-06-14,पिंडालू,kg,90,100,95
1289,2025-06-14,स्कूस,kg,55,65,60
1290,2025-06-14,रायो साग,kg,40,50,45
1291,2025-06-14,पालूगो साग,kg,40,50,47
1292,2025-06-14,तोरीको साग,kg,25,40,33
1293,2025-06-14,प्याज हरियो,kg,90,110,100
1294,2025-06-14,च्याउ(कन्य),kg,160,180,164
1295,2025-06-14,च्याउ(डल्ले),kg,250,300,264
1296,2025-06-14,कुरीलो,kg,200,350,275
1297,2025-06-14,न्यूरो,kg,25,30,29
1298,2025-06-14,ब्रोकाउली,kg,45,55,51
1299,2025-06-14,चुकुन्दर,kg,55,65,60
1300,2025-06-14,रातो बन्दा,kg,70,80,72
1301,2025-06-14,जिरीको साग,kg,90,100,97
1302,2025-06-14,ग्याठ कोबी,kg,50,60,55
1303,2025-06-14,सेलरी,kg,110,120,116
1304,2025-06-14,सौफको साग,kg,80,100,90
1305,2025-06-14,पुदीना,kg,100,110,102
1306,2025-06-14,इमली,kg,160,170,165
1307,2025-06-14,तामा,kg,100,120,110
1308,2025-06-14,तोफु,kg,110,140,126
1309,2025-06-14,गुन्दुक,kg,300,350,320
1310,2025-06-14,स्याउ(झोले),kg,230,250,240
1311,2025-06-14,स्याउ(फूजी),kg,240,300,282
1312,2025-06-14,केरा,dozen,140,150,145
1313,2025-06-14,कागती,kg,140,160,145
1314,2025-06-14,अनार,kg,300,350,320
1315,2025-06-14,आँप(मालदह),kg,55,65,60
1316,2025-06-14,आँप(दसहरी),kg,70,80,74
1317,2025-06-14,अंगुर(हरियो),kg,200,250,225
1318,2025-06-14,अंगुर(कालो),kg,300,350,326
1319,2025-06-14,तरबुजा(हरियो),kg,30,40,35
1320,2025-06-14,मौसम,kg,180,200,190
1321,2025-06-14,जुनार,kg,200,250,220
1322,2025-06-14,भुई कटहर,per piece,170,190,183
1323,2025-06-14,काक्रो(लोकल),kg,30,40,38
1324,2025-06-14,काक्रो(हाइब्रीड),kg,8,15,10
1325,2025-06-14,रुख कटहर,kg,50,60,53
1326,2025-06-14,मेवा(भारतीय),kg,100,110,105
1327,2025-06-14,लीच्ची(लोकल),kg,170,190,180
1328,2025-06-14,लीच्ची(भारतीय),kg,160,170,165
1329,2025-06-14,अदुवा,kg,90,110,98
1330,2025-06-14,खु्र्सानी सुकेको,kg,380,420,400
1331,2025-06-14,खु्र्सानी हरियो,kg,40,50,47
1332,2025-06-14,खुर्सानी हरियो(बुलेट),kg,25,35,30
1333,2025-06-14,खुर्सानी हरियो(माछे),kg,20,35,26
1334,2025-06-14,भेडे खु्र्सानी,kg,70,80,77
1335,2025-06-14,हरियो धनिया,kg,50,60,57
1336,2025-06-14,लसुन सुकेको चाइनिज,kg,200,220,210
1337,2025-06-14,लसुन सुकेको नेपाली,kg,150,170,160
1338,2025-06-14,छ्यापी सुकेको,kg,180,200,190
1339,2025-06-14,छ्यापी हरियो,kg,100,120,110
1340,2025-06-14,ताजा माछा(रहु),kg,310,330,320
1341,2025-06-14,ताजा माछा(बचुवा),kg,300,320,310
1342,2025-06-14,ताजा माछा(छडी),kg,220,240,230
1343,2025-06-14,राजा च्याउ,kg,280,300,295
1344,2025-06-14,सिताके च्याउ,kg,800,900,837
1345,2025-06-15,गोलभेडा ठूलो(नेपाली),kg,60,70,65
1346,2025-06-15,गोलभेडा ठूलो(भारतीय),kg,90,100,94
1347,2025-06-15,गोलभेडा सानो(लोकल),kg,27,35,31
1348,2025-06-15,गोलभेडा सानो(टनेल),kg,40,50,43
1349,2025-06-15,आलु रातो,kg,38,41,39
1350,2025-06-15,आलु रातो(मुडे),kg,37,39,38
1351,2025-06-15,प्याज सुकेको (भारतीय),kg,40,42,41
1352,2025-06-15,गाजर(लोकल),kg,65,75,73
1353,2025-06-15,गाजर(तराई),kg,40,50,47
1354,2025-06-15,बन्दा(लोकल),kg,25,35,30
1355,2025-06-15,काउली स्थानिय,kg,40,50,45
1356,2025-06-15,मूला रातो,kg,28,32,30
1357,2025-06-15,सेतो मूला(हाइब्रीड),kg,22,30,25
1358,2025-06-15,भन्टा लाम्चो,kg,10,15,12
1359,2025-06-15,भन्टा डल्लो,kg,15,25,21
1360,2025-06-15,बोडी(तने),kg,10,20,15
1361,2025-06-15,मकै बोडी,kg,45,55,49
1362,2025-06-15,मटरकोशा,kg,140,160,150
1363,2025-06-15,घिउ सिमी(लोकल),kg,25,35,28
1364,2025-06-15,घिउ सिमी(हाइब्रीड),kg,25,35,27
1365,2025-06-15,घिउ सिमी(राजमा),kg,80,100,85
1366,2025-06-15,टाटे सिमी,kg,50,65,57
1367,2025-06-15,भटमासकोशा,kg,80,100,91
1368,2025-06-15,तितो करेला,kg,25,35,31
1369,2025-06-15,लौका,kg,15,25,22
1370,2025-06-15,परवर(लोकल),kg,25,35,30
1371,2025-06-15,परवर(तराई),kg,25,40,31
1372,2025-06-15,चिचिण्डो,kg,15,25,20
1373,2025-06-15,घिरौला,kg,20,40,25
1374,2025-06-15,झिगूनी,kg,40,50,45
1375,2025-06-15,फर्सी पाकेको,kg,35,45,40
1376,2025-06-15,फर्सी हरियो(लाम्चो),kg,30,40,35
1377,2025-06-15,हरियो फर्सी(डल्लो),kg,20,30,24
1378,2025-06-15,भिण्डी,kg,15,25,17
1379,2025-06-15,सखरखण्ड,kg,60,70,65
1380,2025-06-15,स्कूस,kg,55,65,60
1381,2025-06-15,रायो साग,kg,40,50,47
1382,2025-06-15,पालूगो साग,kg,45,55,49
1383,2025-06-15,तोरीको साग,kg,25,35,32
1384,2025-06-15,प्याज हरियो,kg,80,100,94
1385,2025-06-15,च्याउ(कन्य),kg,140,180,152
1386,2025-06-15,च्याउ(डल्ले),kg,250,300,270
1387,2025-06-15,कुरीलो,kg,200,350,275
1388,2025-06-15,न्यूरो,kg,25,30,26
1389,2025-06-15,ब्रोकाउली,kg,45,55,52
1390,2025-06-15,चुकुन्दर,kg,55,65,60
1391,2025-06-15,रातो बन्दा,kg,60,78,66
1392,2025-06-15,जिरीको साग,kg,90,100,97
1393,2025-06-15,ग्याठ कोबी,kg,50,60,57
1394,2025-06-15,सौफको साग,kg,80,100,90
1395,2025-06-15,पुदीना,kg,100,110,105
1396,2025-06-15,इमली,kg,160,170,166
1397,2025-06-15,तामा,kg,100,120,104
1398,2025-06-15,तोफु,kg,110,140,126
1399,2025-06-15,गुन्दुक,kg,300,350,323
1400,2025-06-15,स्याउ(झोले),kg,230,250,240
1401,2025-06-15,स्याउ(फूजी),kg,240,300,272
1402,2025-06-15,केरा,dozen,140,150,143
1403,2025-06-15,कागती,kg,140,160,145
1404,2025-06-15,आँप(मालदह),kg,55,65,63
1405,2025-06-15,आँप(दसहरी),kg,70,80,72
1406,2025-06-15,अंगुर(हरियो),kg,200,250,226
1407,2025-06-15,अंगुर(कालो),kg,300,350,326
1408,2025-06-15,तरबुजा(हरियो),kg,30,40,35
1409,2025-06-15,मौसम,kg,180,200,190
1410,2025-06-15,जुनार,kg,200,250,220
1411,2025-06-15,भुई कटहर,per piece,170,190,179
1412,2025-06-15,काक्रो(लोकल),kg,30,40,38
1413,2025-06-15,काक्रो(हाइब्रीड),kg,8,15,9
1414,2025-06-15,रुख कटहर,kg,50,60,57
1415,2025-06-15,मेवा(भारतीय),kg,100,110,102
1416,2025-06-15,लीच्ची(लोकल),kg,170,190,174
1417,2025-06-15,लीच्ची(भारतीय),kg,160,170,162
1418,2025-06-15,अदुवा,kg,90,110,100
1419,2025-06-15,खु्र्सानी सुकेको,kg,380,420,400
1420,2025-06-15,खु्र्सानी हरियो,kg,40,50,43
1421,2025-06-15,खुर्सानी हरियो(बुलेट),kg,25,35,30
1422,2025-06-15,खुर्सानी हरियो(माछे),kg,20,40,31
1423,2025-06-15,भेडे खु्र्सानी,kg,65,80,71
1424,2025-06-15,हरियो धनिया,kg,40,50,44
1425,2025-06-15,लसुन सुकेको चाइनिज,kg,200,220,207
1426,2025-06-15,लसुन सुकेको नेपाली,kg,150,170,156
1427,2025-06-15,छ्यापी सुकेको,kg,180,200,190
1428,2025-06-15,छ्यापी हरियो,kg,100,120,105
1429,2025-06-15,ताजा माछा(रहु),kg,310,330,320
1430,2025-06-15,ताजा माछा(बचुवा),kg,300,320,310
1431,2025-06-15,ताजा माछा(छडी),kg,220,240,230
1432,2025-06-15,राजा च्याउ,kg,280,300,292
1433,2025-06-15,सिताके च्याउ,kg,800,900,866
