Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-06-08,131,NABIL,Nabil Bank Limited,490,495,489,489.65,50694,24865295.4,492.37,700,450,2025-06-08T14:59:46.156503,489.2,454,490.49,132484.59
2,2025-06-08,132,NIMB,Nepal Investment Mega Bank Limited,208,213,208,210.85,80069,16865793.6,211.76,295,149.2,2025-06-08T14:59:59.493915,212,316,210.64,71960.14
3,2025-06-08,133,SCB,Standard Chartered Bank Limited,605,614,605,606.52,14672,8894775,609.19,790,549,2025-06-08T14:59:39.230746,608,149,606.24,60908.97
4,2025-06-08,134,HBL,Himalayan Bank Limited,222,225,215.1,219.7,91179,19938499.8,221.98,312.1,172.1,2025-06-08T14:59:37.387225,221,271,218.67,47579.58
5,2025-06-08,135,SBI,Nepal SBI Bank Limited,409.21,412,398,399.64,24041,9641306.4,409.21,549,282.3,2025-06-08T14:59:58.618185,398,132,401.03,43557.4
6,2025-06-08,137,EBL,Everest Bank Limited,658,658,640,643.3,72849,47057796.7,653.07,790,511,2025-06-08T14:59:53.964079,648,308,645.96,83273.22
7,2025-06-08,139,NICA,NIC Asia Bank Ltd.,350,361,348,348.67,68124,23905524.3,353.75,573,335.5,2025-06-08T14:59:55.078802,348,412,350.91,52013.08
8,2025-06-08,140,MBL,Machhapuchhre Bank Limited,219,220,216.6,217.01,237220,52108681.3,217.46,295,164.2,2025-06-08T14:59:58.779093,217,175,219.66,25219.51
9,2025-06-08,141,LSL,Laxmi Sunrise Bank Limited,220,220,213,214.51,67185,14452636.1,218.64,300,147.7,2025-06-08T14:59:58.374718,214.1,203,215.11,52225.7
10,2025-06-08,142,KBL,Kumari Bank Limited,210,217,208,209.52,496424,104179633.9,212.93,272.9,133.2,2025-06-08T14:59:56.087576,209.5,884,209.86,54948.42
11,2025-06-08,145,SBL,Siddhartha Bank Limited,293,295,291,293.12,59740,17520543.5,295.22,380,237,2025-06-08T14:59:59.445865,293.3,113,293.27,41300.55
12,2025-06-08,147,SHL,Soaltee Hotel Limited,558.1,574.8,557.1,565.74,297550,168432356.2,560.82,636.5,416.5,2025-06-08T14:59:59.131518,562.2,641,566.06,57810.86
13,2025-06-08,148,TRH,Taragaon Regency Hotel Limited,930.1,940,928,932.48,5025,4691962.7,942.91,1538,740,2025-06-08T14:59:08.462017,940,69,933.72,18296.38
14,2025-06-08,149,OHL,Oriental Hotels Limited,894.9,894.9,867.5,869.9,22751,19874612.8,882.57,1205,746,2025-06-08T14:59:54.235617,869.1,179,873.57,10303.92
15,2025-06-08,152,NHPC,National Hydro Power Company Limited,215,224,215,215.53,81692,17699344.9,215.45,290,136,2025-06-08T14:59:43.952854,217,272,216.65,5315.91
16,2025-06-08,153,BPCL,Butwal Power Company Limited,644.7,670,635,638.68,682280,445151958.2,632.1,670,286,2025-06-08T14:59:56.379289,639,2325,652.44,21773.01
17,2025-06-08,154,CHCL,Chilime Hydropower Company Limited,496.5,529.9,487,525.75,506439,262219785.9,486.77,697,427,2025-06-08T14:59:51.740041,524.7,1925,517.77,46173.45
18,2025-06-08,155,STC,Salt Trading Corporation,4925,5029,4921,4999.87,3472,17258276.1,5002,7000,4454,2025-06-08T14:59:56.035931,5000,80,4970.7,16035.44
19,2025-06-08,156,BBC,Bishal Bazar Company Limited,5500,5650,5390,5542.62,1701,9362935,5556.34,7247,3761,2025-06-08T14:59:12.933462,5563,90,5504.37,222259.06
20,2025-06-08,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,673,683.5,665,667.4,18362,12316850.5,677.83,930.2,650,2025-06-08T14:59:02.803611,666.5,123,670.77,17433.02
21,2025-06-08,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,878,878,865.1,868.05,5932,5164205.1,875.33,1155,815,2025-06-08T14:58:54.948989,867.5,113,870.56,27910.81
22,2025-06-08,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,780,795,780,788.36,6104,4810958.4,790.34,1099,759,2025-06-08T14:57:56.853463,792,64,788.16,14728.82
23,2025-06-08,171,SANIMA,Sanima Bank Limited,310,315,310,310.35,53426,16643150.7,313.15,382,240,2025-06-08T14:59:45.140951,310,210,311.51,42150.26
24,2025-06-08,172,NABBC,Narayani Development Bank Limited,1694,1758.9,1694,1736.39,27902,48170802,1728.53,2060,521.4,2025-06-08T14:59:56.334423,1705,58,1726.42,4557.46
25,2025-06-08,176,NICL,Nepal Insurance Co. Ltd.,777,786.8,758,766.19,31316,24122674.6,772.47,1162,749.7,2025-06-08T14:59:11.866858,770,229,770.29,14487.72
26,2025-06-08,177,RBCL,Rastriya Beema Company Limited,14550,14550,14476.1,14480,165,2392931,14525.35,22493.9,12917,2025-06-08T14:35:12.573523,14480,11,14502.61,38608.97
27,2025-06-08,178,NLICL,National Life Insurance Co. Ltd.,587.1,598.5,587.1,595.12,14815,8806844.2,598.04,776.1,528,2025-06-08T14:57:36.886532,595.1,82,594.45,32569.37
28,2025-06-08,179,HEI,Himalayan Everest Insurance Limited,584,584,570.2,571.49,19564,11203361.8,573.95,810,555,2025-06-08T14:59:45.230205,572,79,572.65,14288.15
29,2025-06-08,180,UAIL,United Ajod Insurance Limited,575,583.9,572,572.17,11362,6532633.4,580.51,837.3,545.2,2025-06-08T14:59:29.017863,573,123,574.95,12015.57
30,2025-06-08,182,SPIL,Siddhartha Premier Insurance Limited,825,830,812,815.15,27941,22881918.6,834.99,1076,767,2025-06-08T14:59:04.842889,815,84,818.93,22877.59
31,2025-06-08,183,NIL,Neco Insurance Limited,695,698,691.1,694.98,10145,7048548.6,696.02,1050,687,2025-06-08T14:59:14.07249,694,69,694.78,18705.61
32,2025-06-08,184,PRIN,Prabhu Insurance Ltd.,840,840,825,826.77,3153,2611794.9,828.93,1113,756,2025-06-08T14:56:05.523111,825,42,828.35,11917.79
33,2025-06-08,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,662,680,661.2,672.1,6418,4304134.9,673.1,926,658.2,2025-06-08T14:51:19.885472,672.1,32,670.63,17626.75
34,2025-06-08,186,IGI,IGI Prudential insurance Limited,538,538,526,526.68,10720,5660373.6,528.13,760,508,2025-06-08T14:58:26.452036,527,82,528.01,15954.9
35,2025-06-08,187,NLIC,Nepal Life Insurance Co. Ltd.,756,760,751,752.15,29372,22105091.5,755.38,1060,570.1,2025-06-08T14:59:32.13572,753,286,752.59,67909.84
36,2025-06-08,188,LICN,Life Insurance Corporation (Nepal) Limited,902,910,897,898.43,20157,18151973.5,902.33,2475,897,2025-06-08T14:59:07.511291,898.1,182,900.52,44921.5
37,2025-06-08,192,SICL,Shikhar Insurance Co. Ltd.,739,745,738.9,739.94,8722,6458302.9,740.16,1120,675,2025-06-08T14:59:00.740208,743.4,108,740.46,21629.18
38,2025-06-08,194,NFS,Nepal Finance Ltd.,622,624,605,606.67,15950,9717265,611.87,2614.9,576,2025-06-08T14:59:54.238723,612.5,185,609.23,5089.62
39,2025-06-08,195,BNL,Bottlers Nepal (Balaju) Limited,16000.1,16000.1,15900,15900,153,2435922,16185.1,22500,14900,2025-06-08T14:22:29.38162,15900,14,15921.05,30987.3
40,2025-06-08,204,GUFL,Gurkhas Finance Ltd.,531,544.9,531,539.15,8663,4675653.9,538.45,1041,528.1,2025-06-08T14:59:29.185673,538.5,62,539.72,4679.79
41,2025-06-08,210,CIT,Citizen Investment Trust,1929.9,1929.9,1905.1,1908.92,6983,13328415.9,1907.26,2700,1887,2025-06-08T14:59:33.998945,1908.2,165,1908.69,123730.71
42,2025-06-08,213,BNT,Bottlers Nepal (Terai) Limited,12590,12590,12501,12520,60,751350,12648,18100,12300,2025-06-08T14:59:56.4221,12520,6,12522.5,15149.2
43,2025-06-08,219,UNL,Unilever Nepal Limited,47398,47398,47398,47398,10,473980,46500,56805.8,43022,2025-06-08T11:32:40.512907,47398,1,47398,43639.34
44,2025-06-08,227,BFC,Best Finance Company Ltd.,473.9,480,466,470.26,16323,7700161.1,473.96,951.6,418.5,2025-06-08T14:59:53.252265,473,133,471.73,4187.31
45,2025-06-08,232,GFCL,Goodwill Finance Limited,621.1,631,620,620.52,18205,11413283.3,628.12,1353,446,2025-06-08T14:59:15.848096,623,142,626.93,5870.83
46,2025-06-08,235,HDL,Himalayan Distillery Limited,1199,1199,1190,1193.52,31561,37689378.4,1193.52,1749,1136,2025-06-08T14:59:58.634523,1193,515,1194.17,36681.67
47,2025-06-08,236,PFL,Pokhara Finance Ltd.,405,413,397,399.31,17797,7126953.9,405.66,794.9,339.9,2025-06-08T14:59:42.784452,398,130,400.45,4322.76
48,2025-06-08,238,NMB,NMB Bank Limited,245.5,245.5,235.8,240.06,20871,4996233.5,240.71,300,179.3,2025-06-08T14:59:09.129481,240,137,239.38,44091.11
49,2025-06-08,244,SIFC,Shree Investment Finance Co. Ltd.,485,489,483,483.67,6945,3364994.4,485.56,795,411.1,2025-06-08T14:59:53.869836,484.9,65,484.52,4836.7
50,2025-06-08,245,CFCL,Central Finance Co. Ltd.,520.2,520.2,500,501.61,14476,7309840.2,510.03,820,410.5,2025-06-08T14:59:52.011102,500.7,152,504.96,4759.65
51,2025-06-08,250,JFL,Janaki Finance Company Limited,470,470,455,456.18,18127,8311547.4,462.2,1083.3,400,2025-06-08T14:59:37.594032,456,162,458.51,3149.8
52,2025-06-08,255,PRVU,Prabhu  Bank Limited,210,210,205,205.48,166137,34286178.6,208.42,297,137,2025-06-08T14:59:52.006625,206,468,206.37,48375.11
53,2025-06-08,256,SFCL,Samriddhi Finance Company Limited,475,475,458,460.73,23933,11136499.8,473.06,1117.9,351,2025-06-08T14:59:53.170487,463.5,210,465.31,3772.97
54,2025-06-08,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,475,480,472,472.26,8597,4068950.7,479.92,759,386.1,2025-06-08T14:57:18.625313,472.3,54,473.29,4780.1
55,2025-06-08,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,796,806,788,795.53,10222,8090955.4,804.11,1232,783.3,2025-06-08T14:56:25.401386,797,90,791.52,13178.95
